	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
1	0.921352662978333	0.693997340926536	0.971131633665273	0.429565087536731	0.911219591084517	-0.71687136956564	-1.23692598830664	1.06781302139879	-0.490810292847693	0.225275983856009	1.14906607969549	0.42117307040014	-0.260652608869978	0.0198945020996194	-0.490275713967332	0.500064650848292	-0.224277981415526	-1.10607606224881	0.537490100172561	-1.01952873772345	-1.2402641100575	0.397649907008099	1.25477940396206	-0.174230495760181	-0.841379634976718	-0.227293237566035	-0.0453596830251984	-2.39308357491793	-0.155487104171499	-0.609445862384775	-0.999230240041804	-0.74073137703912	0.363467896747986	-0.413054038867183	0.904670366212206	0.512060039495109	1.79246177950125	0.439162403689292	-0.672256445750706	1.14762135884111	-0.688151915624359	0.737176117107591	-1.71779693404531	-0.515418596693744	0.228817435666325	0.352129757963843	-0.633691232878877	-2.22244621273355	-1.80743413762356	-0.191484156433803	-0.822550343890407	-0.402680612836852	0.185089386336947	1.08614343803014	-0.212554807420782	-0.494759058195641	-1.8164006100005	-1.00507831285502	0.831373428686563	-0.436145660567734	0.120412011608433	-0.373501519038128	0.0853560384336495	0.680106755563208	0.438847739541377	0.875181825333845	-0.943245265289858	0.0465951917105894	0.515443604276984	1.34707287870426	0.603602882184036	-0.475808513423102	2.28472044466521	-1.05883048947491	0.226389133842208	0.161009055872033	0.307709309100412	-1.25338033082249	-1.1539030111685	-0.751505012465567	0.581768403380906	-0.827138889376833	2.6435228836125	0.892422224895562	-2.0574917753202	-0.40192918818094	-1.57283781254586	-0.529332363070941	-0.82463003054509	-2.6210311081846	0.276747687489684	1.04062296129376	0.824456993334575	1.69432511148495	-1.99608860184981	0.285570476773148	-0.711988992464132	0.16832910105764	-0.72531476432135	0.563489171860458
2	0.306375049505309	0.921352662978333	1.12356242846327	0.693997340926536	-1.0337389402278	0.911219591084517	-0.822550343890407	-0.816516690069816	-1.01952873772345	-0.529073333697715	0.577002728551095	1.2930890052548	-0.71687136956564	-1.23692598830664	0.0198945020996194	-0.106913315119726	-1.23692598830664	1.57156873843302	-0.490810292847693	-1.15579087589448	-1.01952873772345	-1.01952873772345	-1.01952873772345	-1.01952873772345	-0.742771638798863	-0.841379634976718	-0.402217231287425	-0.841379634976718	1.70997307580783	-0.843639019795857	-0.841379634976718	-0.402217231287425	-3.1912598375651	3.84475350455457	1.29770272130561	-0.413054038867183	0.897993661061966	-0.267250726658726	0.439162403689292	-1.54508440462792	1.37643879450744	1.14762135884111	1.14762135884111	1.14762135884111	-0.195864177810094	-1.02039120113935	-1.01952873772345	-1.30700154330937	-3.04499655662395	-1.80743413762356	-0.0921427958123487	-1.03510515131119	-1.03510515131119	-1.80743413762356	1.11904648646102	-0.436145660567734	-1.4380043234855	-2.0939356407861	-1.54233945717034	-0.352539829792352	0.906491679040238	-0.930904718763375	0.120412011608433	-1.62040564032246	-2.6210311081846	-0.711988992464132	-0.494759058195641	-0.373501519038128	-0.00017303721051487	0.438847739541377	-0.85126514590976	-2.54286898118752	3.09569756234599	0.603602882184036	-0.822550343890407	3.37435996396703	-0.78394375124399	-3.3134831519278	0.563489171860458	-0.491263554529836	-1.22731352588867	-0.991678046420561	0.302888796856202	-4.20590537682336	0.266594654559074	-0.360958105926928	-0.806525458854084	-0.911777665407514	-0.751505012465567	0.875181825333845	-1.57613504301066	0.276574650279169	-0.82463003054509	-0.0324387387784227	-0.360958105926928	-0.360958105926928	-0.0498113233219562	-0.516920721444678	-0.360958105926928	-0.822550343890407
3	-0.696553481962258	0.306375049505309	1.61535000390487	0.921352662978333	-0.920726418635528	-1.0337389402278	-0.0921427958123487	-2.87581802184166	-1.15579087589448	-0.264476689360246	-1.83604542779327	-1.34559002376753	0.911219591084517	-0.822550343890407	-1.23692598830664	-4.40829132377212	-0.822550343890407	-0.0644012222104952	-1.01952873772345	0.118063069304357	-1.15579087589448	-1.15579087589448	-1.15579087589448	-1.15579087589448	4.53519784263894	-0.742771638798863	-1.01002236545759	-0.742771638798863	0.771211196478528	3.08641187031526	-0.742771638798863	-1.01002236545759	-1.77861752276011	0.650611977739657	0.461848000494232	3.84475350455457	-1.17996221142792	-1.53766531965855	-0.267250726658726	-1.01171953300028	-1.74094858243801	-1.54508440462792	-1.54508440462792	-1.54508440462792	0.615363358404752	0.706012533664744	-1.15579087589448	-2.45783827531488	-1.39914433912172	-3.04499655662395	2.02553816550126	1.02690369064867	1.02690369064867	-3.04499655662395	-0.851438183120275	-0.352539829792352	-0.930904718763375	1.63050657283271	-2.92740718363183	-0.0272475672281423	0.267608303340744	-0.788685490360086	0.906491679040238	-4.68983296728006	0.875181825333845	-0.0498113233219562	-0.436145660567734	-0.930904718763375	-1.57613504301066	-2.6210311081846	-0.741164834807799	-1.05502232979292	2.44014973530608	-1.87079388363321	-0.0921427958123487	-0.0318248691077015	-2.81907664721657	-7.50648548678688	-0.822550343890407	0.577002728551095	-3.03413253571736	-3.60284736125005	1.1188734492505	-3.30058010996351	0.441915624553623	-7.51938852875117	0.253197271896631	-1.19269259113729	-0.491263554529836	-0.711988992464132	-1.2427685669954	-3.15227008602131	-0.751505012465567	-2.32781309268674	-7.51938852875117	-7.51938852875117	-0.422337219428614	-1.53544876370956	-7.51938852875117	-0.0921427958123487
4	-1.05502232979292	-0.696553481962258	1.22772771248364	0.306375049505309	-0.941558622201524	-0.920726418635528	2.02553816550126	-2.16866009034236	0.118063069304357	-4.09601011994664	-4.03160889773614	-3.1402947112019	-1.0337389402278	-0.0921427958123487	-0.822550343890407	-3.83809385495715	-0.0921427958123487	0.189872405638843	-1.15579087589448	-0.250670032060181	0.118063069304357	0.118063069304357	0.118063069304357	0.118063069304357	0.266032298323701	4.53519784263894	2.99753252298039	4.53519784263894	0.0978824859121832	-0.969737385959485	4.53519784263894	2.99753252298039	-2.25348492855662	-1.72983374393397	-1.53250204122027	0.650611977739657	-2.79879738214892	0.906497360721924	-1.53766531965855	1.68931372222719	-0.396356174595532	-1.01171953300028	-1.01171953300028	-1.01171953300028	-0.394756751023562	1.32618483010698	0.118063069304357	0.113381509547756	-0.432300109813626	-1.39914433912172	-0.583829879779531	1.17409998238098	1.17409998238098	-1.39914433912172	-2.31729987781846	-0.0272475672281423	-0.788685490360086	-0.696693901252232	-7.14767124259494	0.103150892206125	-3.16873806093873	-0.379787397020495	0.267608303340744	-2.05480499273161	-0.711988992464132	-0.422337219428614	-0.352539829792352	-0.788685490360086	-1.2427685669954	0.875181825333845	0.838135332521084	2.80689424081062	-1.31163680675826	-1.89695571070228	2.02553816550126	-5.10293668775166	-2.7331644359848	-3.93182947146513	-0.0921427958123487	-1.83604542779327	-0.478019601241821	-3.97610604019072	-2.42757322613093	-0.631249361501623	-0.541766792484592	-1.08070655967504	-1.74715575097934	-0.239102489985079	0.577002728551095	-0.0498113233219562	0.0857391740212586	-2.48553713399081	-0.491263554529836	-4.09885265489598	-1.08070655967504	-1.08070655967504	1.9245942600311	-3.31034020174641	-1.08070655967504	2.02553816550126
5	2.80689424081062	-1.05502232979292	-0.390178432456949	-0.696553481962258	1.44704775284336	-0.941558622201524	-0.583829879779531	1.20204261260409	-0.250670032060181	-1.86072461539916	-2.050597021038	-6.264670210289	-0.920726418635528	2.02553816550126	-0.0921427958123487	-3.16817806825938	2.02553816550126	-1.08070655967504	0.118063069304357	-3.16873806093873	-0.250670032060181	-0.250670032060181	-0.250670032060181	-0.250670032060181	-1.51388818871743	0.266032298323701	1.17252965904562	0.266032298323701	0.315962216824953	-0.298473688683349	0.266032298323701	1.17252965904562	1.19533869611639	-2.64198570114201	-2.82604494937706	-1.72983374393397	-1.18659987111197	0.0977936505435434	0.906497360721924	-0.0431771614011384	1.29455697120363	1.68931372222719	1.68931372222719	1.68931372222719	-0.523174612826117	-1.66724666401636	-0.250670032060181	-1.1841375352147	-0.470448370231774	-0.432300109813626	-5.48603793875719	-2.90112975759799	-2.90112975759799	-0.432300109813626	-0.404633234474319	0.103150892206125	-0.379787397020495	-4.79808546830027	-1.94142348318385	-0.682049091661507	-2.72193311229278	0.0759033249779823	-3.16873806093873	0.903649557686111	-0.0498113233219562	1.9245942600311	-0.0272475672281423	-0.379787397020495	0.0857391740212586	-0.711988992464132	0.553976697379055	-1.33791812100417	-8.86542127669034	0.956198401825441	-0.583829879779531	-1.18038049938471	-2.41607209221632	-0.0460051046347044	2.02553816550126	-4.03160889773614	0.970848813017346	-3.90646796120572	-3.56006844481386	0.585244256866919	0.857094926312373	-4.56307883296676	-0.401496063852329	-0.267093257447432	-1.83604542779327	-0.422337219428614	-1.25904269924218	0.171478348042517	0.577002728551095	-0.959814061443544	-4.56307883296676	-4.56307883296676	0.214606727159067	-2.15616170743371	-4.56307883296676	-0.583829879779531
6	-1.33791812100417	2.55622420875044	-1.75157581175517	-1.05502232979292	-1.88952224163263	1.44704775284336	-5.48603793875719	0.612547841003646	-3.16873806093873	-0.129333979131129	0.95137258054391	-0.658682002795069	-0.941558622201524	-0.583829879779531	2.02553816550126	3.1287340658053	-0.583829879779531	-4.56307883296676	-0.250670032060181	-2.72193311229278	-3.16873806093873	-3.16873806093873	-3.16873806093873	-3.16873806093873	-2.57669351637723	-1.51388818871743	-1.41609453817389	-1.51388818871743	-0.852950629158756	1.61051918802858	-1.51388818871743	-1.41609453817389	-2.05972912731143	-4.05582198189017	-1.08344897890584	-2.64198570114201	-1.39261742376772	-1.39794767995656	0.0977936505435434	-0.393724715762726	-0.566351774227255	-0.0431771614011384	-0.0431771614011384	-0.0431771614011384	1.31391799131525	-0.678224790105978	-3.16873806093873	1.45244571728053	-6.67017547397189	-0.470448370231774	-3.12656634676709	-5.89067117323151	-5.89067117323151	-0.470448370231774	0.639715871400314	-0.682049091661507	0.0759033249779823	-4.93447277140607	-0.531158009588773	-0.346746110157754	0.235082636925995	-0.578898199455383	-2.72193311229278	0.905252128653509	-0.422337219428614	0.214606727159067	0.103150892206125	0.0759033249779823	-1.25904269924218	-0.0498113233219562	-0.250516584427736	-1.03932384285901	-2.62917160467605	0.303306665318874	-5.48603793875719	-1.02760104090182	-7.04095785075033	-1.26072174108689	-0.583829879779531	-2.050597021038	-5.36952701874031	-9.54276911698791	-0.31889406045306	-1.84596599795381	-1.06821351267998	0.539239152232214	-0.844258564957217	0.604372730530886	-4.03160889773614	1.9245942600311	-5.86765432552941	-2.51808539848435	-1.83604542779327	-2.9334456280362	0.539239152232214	0.539239152232214	0.629686813872961	-4.25211752000959	0.539239152232214	-5.48603793875719
7	-1.03932384285901	-4.5066561819429	1.50120187895752	2.55622420875044	-6.09855179094548	-1.88952224163263	-3.12656634676709	-1.05442982413285	-2.72193311229278	-7.11926905290184	-2.55619021993509	0.483213861872517	1.44704775284336	-5.48603793875719	-0.583829879779531	-0.618020841589705	-5.48603793875719	0.539239152232214	-3.16873806093873	0.235082636925995	-2.72193311229278	-2.72193311229278	-2.72193311229278	-2.72193311229278	-8.07751067198766	-2.57669351637723	-3.9746411963338	-2.57669351637723	-0.673778019580516	-1.41930240338601	-3.04714188660901	-3.9746411963338	-5.02205533573051	-2.86979111843628	-2.07466651542922	-4.05582198189017	-3.87835928025184	0.495116650756521	-1.39794767995656	0.0761300469362017	0.920193275552528	-0.393724715762726	-0.393724715762726	-0.393724715762726	0.0306225274160085	-0.475793671026207	-2.72193311229278	1.71686376776155	-1.67412062948656	-6.67017547397189	0.874798508326309	-2.48685047536678	-2.48685047536678	-6.67017547397189	-1.50955928366991	-0.346746110157754	-0.578898199455383	-2.18354381004791	-0.811040215004692	0.0799699945042012	-0.869843412269597	-1.02879520181926	0.235082636925995	1.87440203888394	1.9245942600311	0.629686813872961	-0.682049091661507	-0.578898199455383	-5.86765432552941	-0.422337219428614	0.0141712706002308	-1.16516644208161	-3.18936768037659	-3.41925464536647	-3.12656634676709	-1.36117504276487	-1.32089029435457	-5.24841151771205	-5.48603793875719	0.95137258054391	-3.08992086389701	-1.89908180950539	-0.619326827841861	-3.40244551975824	-0.28036609707876	-3.10668773904071	1.3845255279945	-0.188899907504437	-2.050597021038	0.214606727159067	-6.08220591877414	-1.17353086510588	-4.03160889773614	-1.17372041219631	-3.10668773904071	-1.79276974772545	1.47851577915007	-1.10725667484865	-3.10668773904071	-3.12656634676709
8	-2.56311412203818	-3.76125695515178	-1.95043197319246	-4.5066561819429	-1.03551556410028	-6.09855179094548	0.874798508326309	-1.19470512500054	0.235082636925995	-3.23712378419342	-3.77636293642563	-8.1736988770347	-1.88952224163263	-3.12656634676709	-5.48603793875719	-1.10919231542672	-3.12656634676709	-3.10668773904071	-2.72193311229278	-0.869843412269597	0.235082636925995	0.235082636925995	0.235082636925995	0.235082636925995	-6.26550225030957	-8.07751067198766	-7.58239402123114	-8.07751067198766	-0.202780743907354	0.246415255972012	-1.47476861459595	-7.58239402123114	-6.25602464636242	-5.87689574874486	-4.22510539040959	-2.86979111843628	-1.99607064628984	-0.197822229641958	0.495116650756521	-0.209985813001015	0.10675257435221	0.0761300469362017	0.0761300469362017	0.0761300469362017	-2.48226786583616	0.713404816062986	0.235082636925995	2.76888780106313	2.59166227608786	-1.67412062948656	-2.37940269593951	-0.634760775343602	-0.634760775343602	-1.67412062948656	-5.85348305492918	0.0799699945042012	-1.02879520181926	-4.05401542071007	-2.23735504468798	0.175686134558531	-7.36304233859909	-0.266776115653553	-0.869843412269597	5.74966062081569	0.214606727159067	1.47851577915007	-0.346746110157754	-1.02879520181926	-6.08220591877414	1.9245942600311	-1.14299202958117	-6.14671732525375	-1.33341941348933	-2.70776184169254	0.874798508326309	-1.62694800624395	-1.30490846847976	-1.09612822967812	-3.12656634676709	-2.55619021993509	-0.213793861537704	-8.50232065362281	-7.37721360919932	2.30631729008012	0.171321478322747	-8.65085703747028	0.911194225436546	1.09178027907199	0.95137258054391	0.629686813872961	-1.09922444049409	-1.21644118375483	-2.050597021038	-1.50292524671608	-8.65085703747028	-8.62023451005428	0.552086950283546	-3.37148731539258	-8.65085703747028	0.874798508326309
9	-5.65160067449723	-2.32803148511218	-8.26791313709468	-3.76125695515178	-2.65137580989948	-1.03551556410028	-2.37940269593951	0.0743655811520271	-0.869843412269597	-4.06631022711525	-0.95962248807454	-4.43182890919395	-6.09855179094548	0.874798508326309	-3.12656634676709	-1.48686289318867	0.874798508326309	-8.65085703747028	0.235082636925995	-7.36304233859909	-0.869843412269597	-0.869843412269597	-0.869843412269597	-0.869843412269597	-5.84459385572622	-6.26550225030957	-6.46332447995153	-6.26550225030957	-1.79650451175696	-0.0960281695551436	-7.93962287979614	-6.46332447995153	-0.992439321047567	-6.43116184970045	-1.91610065178564	-5.87689574874486	-0.423066373187641	1.1596219779611	-0.197822229641958	-0.45018782768741	-2.69225367883718	-0.209985813001015	-0.209985813001015	0.0250968239249798	-0.354220523638597	0.0520317377277616	-0.869843412269597	2.3228093201821	0.389485105123621	2.59166227608786	-1.32165253935283	-8.23288575086869	-8.23288575086869	2.59166227608786	-7.22519794835532	0.175686134558531	-0.266776115653553	-1.09406475925612	0.102774021334525	0.965953706055251	-1.30786810032845	0.255656129062732	-7.36304233859909	5.01409725765581	0.629686813872961	0.552086950283546	0.315052631430196	-0.266776115653553	-1.09922444049409	0.214606727159067	-1.90548434727094	-8.69692003798529	-1.82129338809845	-0.907909392655178	-2.37940269593951	-2.90800778304756	-8.78624799865941	-6.17276023428524	0.874798508326309	-3.77636293642563	-8.70290754518884	-4.00895054836503	-1.19356889737033	-8.47907752436537	0.343273738782838	1.21018906040201	-0.951884299245124	0.419147904295794	-2.55619021993509	1.47851577915007	-1.60481763939118	-2.19844888098819	0.95137258054391	-6.49683389437788	1.21018906040201	-1.27207880543415	-1.14282948684799	-0.353535887935855	1.21018906040201	-2.37940269593951
10	-8.89474226762725	-6.52144408676683	-6.08928844026396	-2.32803148511218	-5.57727759332129	-2.65137580989948	-1.32165253935283	-5.90062191810858	-7.36304233859909	-9.44633486858785	-0.79547783111757	-3.99194464596322	-1.03551556410028	-2.37940269593951	0.874798508326309	-3.24420715948835	-2.37940269593951	1.21018906040201	-0.869843412269597	-1.30786810032845	-7.36304233859909	-7.36304233859909	-7.36304233859909	-7.36304233859909	-9.097509773727	-5.84459385572622	-4.68497187776511	-5.84459385572622	-0.0343024461752597	-4.84229407852999	-3.25293157963835	-4.68497187776511	-5.03527792236028	-2.78935485266069	-0.247380238629111	-6.43116184970045	-1.97073100870189	0.0365374436192641	1.1596219779611	0.37077001237297	-0.804408351326007	-0.45018782768741	-0.45018782768741	-1.32003123995701	-0.324489029049739	0.187467541582046	-7.36304233859909	2.66028954330658	1.00115678082927	0.389485105123621	-8.53306604868377	-8.54685048770815	-8.54685048770815	0.389485105123621	-3.00470878776503	0.965953706055251	0.490738765988727	-9.45475988036332	7.67725222597032	-1.67831472586267	-1.02299067361204	1.14163984061378	-1.30786810032845	2.36175359749062	1.47851577915007	-1.14282948684799	-0.694157277711066	0.255656129062732	-1.60481763939118	0.629686813872961	0.738422374236177	-1.24561027183208	-4.32600261258568	-2.77532775954054	-1.32165253935283	-2.12169250245988	-9.03659523624599	-2.11267171736689	-2.37940269593951	-0.95962248807454	-1.24732829744109	-1.67236187944113	-8.32442238884941	-1.26476396493036	-0.883394831662788	-1.48618235716516	-0.196473550360359	-0.639625796744404	-3.77636293642563	0.552086950283546	-6.33255315636072	-3.20963527878235	-2.55619021993509	-5.00457617075762	-1.46518377586506	-1.50060582822892	-0.570436334629046	-1.13424382185945	-1.46518377586506	-1.32165253935283
11	-0.0859882938709831	-1.62577846062263	-8.84947557187901	-6.52144408676683	-1.52061389647187	-5.57727759332129	-8.53306604868377	-1.42619724712732	-1.30786810032845	-1.20534751963057	-1.32636642567077	-1.53469567866964	-2.65137580989948	-1.32165253935283	-2.37940269593951	-6.53988210997348	-1.32165253935283	-1.46518377586506	-7.36304233859909	-1.02299067361204	-1.30786810032845	0.170647678821621	-1.30786810032845	-1.30786810032845	-1.0186699637435	-9.097509773727	-9.06097233010774	-9.097509773727	-0.922673949708961	-1.97295461936072	-8.70802466860338	-9.06097233010774	-8.26596364034107	-1.84734123495803	-1.00477730264664	-2.78935485266069	-2.05621403114505	-1.81955608794694	0.0365374436192641	0.0871621658322024	0.0462809833232312	0.37077001237297	-8.1622960363108	-6.99227232622612	-0.113492804934732	0.0628246054377384	-1.30786810032845	0.887773242585629	-5.87277650537719	1.00115678082927	-4.02769946137707	-1.15377748364488	-1.15377748364488	1.00115678082927	-0.866395265155	-1.67831472586267	0.271796428344185	-1.43131025959893	-3.80618297366696	-1.73609143879824	-3.87110405292003	-0.712361019807424	-1.02299067361204	2.42553950097962	0.552086950283546	-0.570436334629046	-6.39708863254384	1.14163984061378	-6.33255315636072	1.47851577915007	1.37477709154826	-2.0418941720406	-1.443033522664	-6.62461996436291	-8.53306604868377	-2.93260878822244	-1.26733562202521	-6.55789990064217	-1.32165253935283	-0.79547783111757	-2.20523275990662	-2.01051338171069	-4.60952642715621	-5.29313593571182	-1.7837084585806	-3.82762350998466	-1.63823177624218	0.0534195135842931	-0.95962248807454	-1.14282948684799	-4.73598542450017	-1.26651063127214	-3.77636293642563	-1.05720938915637	-3.37743568229725	-3.70192471134699	0.388887684464548	-1.28129581726716	-3.37743568229725	-8.53306604868377
