	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50
1	1.33087165770826	0.86002810430676	0.379100586695291	0.456995646496076	-0.0884528117206625	-0.474369830848724	0.685617195162107	1.40639737867437	-0.0859770380419948	0.446665801865669	-1.12898134129683	-1.86737540515685	-0.779684595116883	-0.216147880504724	-0.834183017041369	-0.540795924165914	0.959594460535957	0.0111243042914885	0.358427752664116	0.263166950942404	0.239120007228755	-0.811932735218147	0.0241827621004641	0.0355983796597332	-0.222852238600623	0.36452709700144	0.162747260866466	-1.29920597411645	0.384475037818631	0.119844074369823	0.287277699714064	-0.172404524304577	1.76639422797157	-0.0187737257812012	-0.00011715144867845	0.459022887139442	0.968729845559201	2.00653578466121	-0.311014819384816	-1.03670247663421	-0.137568334867962	-0.184379338944988	-1.73606371665378	-2.48513920747793	-0.0711678031060089	0.872365698061508	1.48434425703485	1.64816646442054	0.87880496082298	-0.135566531132751
2	0.904199849868639	0.413494093561475	1.36131039989294	-0.0745687319656101	0.366006835514212	0.875908883134542	0.383385455903797	-0.347624782702097	-1.14298342873446	-0.142201473800652	-0.689152605086037	0.4080077075034	1.24124037143805	-1.85559866270375	-0.703744910769964	-0.0941049407966941	-1.86158726846385	-1.40895460300745	-0.0378518667947965	-1.26795578309459	-0.496262351894394	0.611306948492894	3.5339538043929	-0.554595124785043	3.36203165249836	0.109772631035987	-0.208406658635348	0.69889015047448	-0.376462103154248	0.438070355430437	-0.247809621277307	-0.0934835140774834	-0.964289669269414	0.323348036490759	-0.192108178536981	-0.532546873402025	1.76371541058654	2.63422572295789	-0.270575051609144	-0.0181278479449096	2.08701945601949	-0.347685640896175	1.89076115292587	1.83097029194216	1.98954376417061	0.368422964320752	0.35432712313913	1.95556540702729	-0.308279363827515	2.01143345954774
3	0.437232021139206	0.337907022571269	0.24694540662237	-1.18599298550875	-0.0779366709395899	0.34727575083987	-0.061370011851064	-0.0246201305238134	-0.632398619884201	-1.03859204602677	-0.155975060953351	-0.0890653076678449	1.03409037880304	0.428401242532108	1.3046611837244	-1.18213672594528	0.810690290160747	4.05585021103269	-1.44658123568239	-0.761749631666597	-0.600584136459318	2.62567902571626	3.09148511089274	-0.204321226143353	-0.155198468605222	0.527509876780445	2.83581068531027	-1.85824521915727	3.04918714717394	0.138066034735474	3.40748421285281	3.43911777799295	-1.18675116928837	-0.187155152696399	3.37909329496656	3.16124437447715	-0.938270979377396	0.822386640012809	3.24416673007495	-0.474966504477818	2.60402561708746	-0.166249871375142	4.70932330769956	4.6412989725355	2.60405369135884	0.177758399469272	0.0998698823693512	2.71556875869038	-0.234791723224309	2.66010247436137
4	0.313826283985885	-0.717754090542294	-0.815926167860808	-0.59732113328805	-1.19158155472572	0.354335812066939	-1.18080612077633	-0.791664227645922	-0.161001053385035	-0.707949329349504	-0.136539562252527	-1.13394529930754	-2.13912028779663	-0.18306435574698	1.12167092493595	-0.636326466990004	0.210955222789732	4.50740337115877	4.06486320874544	2.21683342308863	-1.36572753325527	2.78687399240886	3.51748369222858	-1.13218955456055	-2.35360109731662	1.18165716070011	-0.367855179150119	5.6426206834636	-0.383879350519297	0.461564889032321	-0.109713013034972	3.02441121434545	0.390453203170502	3.39634657298232	-0.0951074110479114	3.06997010784161	-1.3816315154943	-2.13346984574571	-0.226217415218278	-0.116662041059804	0.921401728169572	0.479470697895896	3.37013479199661	3.30932161273608	0.772035814730804	0.54686952113712	0.545169613025286	0.870226439428233	3.62235035235064	0.800910207137828
5	-0.673579305795597	-1.34536992104407	-1.36157257746235	-0.141779212117849	-0.618024322489783	-0.658925973614528	-0.61294934935001	-2.86179897403312	-1.21662941101424	-0.0597799318503804	-0.885134356105153	2.18019948491862	-2.57001742753347	-1.13806801683029	-2.09422608037796	-0.201490279746785	-0.586683916827716	5.6275423023199	4.50755710635777	1.01984670550081	-1.82459929950466	2.17817392245014	-1.79758394990131	-0.699791790395625	-2.34487790742299	-0.0039609741628675	-3.47003882979623	8.08490700199125	-1.90626073135876	1.18339800123024	-2.34083292539641	0.934572625965636	0.462660418807372	-0.124923412819879	-2.3563442214141	-2.61811108598766	-0.847544260192772	-1.01318763055549	-2.37146925959219	-1.20234221672691	-2.14109512645597	-0.807145409910032	-1.18074947176411	-1.23866826862891	-2.1899150581198	1.24041763444566	1.14190429669919	-2.19461057511084	-0.421656945225466	-2.1495085934038
6	-1.29751939234963	-1.55031247442159	-1.50063664646106	-1.17137967715436	-0.113550494688512	-1.40084513262888	-0.157819178311915	-3.87241858372461	1.23610473221304	-1.273911910924	1.38789617590009	2.00350566251513	1.77413051187483	2.14388953683329	-2.4909770090664	-1.27009125862111	3.39533682163932	0.2177973600517	5.56818591816414	1.37299617480257	-0.872226925263966	-4.2958517954331	-1.1115314008537	-0.227678058439134	-2.8800054118695	-0.666031545754854	-3.12990226237561	8.18065365296243	-3.10044498025097	0.0705213572545942	-2.31181375371579	-4.7229256246381	-2.73933926297949	-2.3135837490316	-2.32150037225679	-4.67292709386923	-1.46315823101577	-0.326942614947041	-2.36017448423058	-0.753845372150399	-0.971077057090735	1.63565827777205	-3.14699371933666	-3.11513978634871	-0.997188631708581	-0.0366225038964601	0.0300054928376466	-0.962993230168576	-3.46863527873026	-0.990058646706571
7	-1.56728649450899	-2.68717088230762	-2.71479522999079	1.2428554480414	-1.23227467096865	-1.55869768586015	-1.08211961488273	1.83107854135554	3.36677201763317	1.16255790630827	-0.228311942079358	-5.47428589920252	0.639946048193324	2.04202907300383	1.77327620341334	1.20429840511495	-2.72331685236071	-6.71918602270199	0.18886840323195	8.34027487513556	-1.48675510424247	-2.85017518672933	-1.64582458251349	-1.30428099852526	-5.97197841117411	-1.45415582996003	-3.08151556651686	2.57080415834155	-1.2826621397368	-0.655127266604508	-2.86652282333736	-7.38023776619757	0.403354657696795	-5.02818866403899	-2.9050288534943	-5.24307331013359	-6.00632105885087	-4.24097326591493	-2.82387004572566	-0.246086182133589	-0.311596893698396	1.16899510204045	-1.26631413126894	-1.25808439384705	-0.292015699623481	-0.700118765443997	-0.695918536518026	-0.28657347046766	-0.203365622586393	-0.260564228164697
8	-2.67598836539337	-1.3816888423624	-1.52731287930083	3.42392788504696	1.29735044825797	-2.64407085614441	1.2557941795951	5.20542406355989	-5.71161074495929	3.47037376082815	1.29680351617535	-1.66498217181699	-0.0618825909190039	-5.43817233143155	0.712251301239723	3.40188708346468	-1.36185182345512	-3.28791747780289	-6.65598769122738	-4.1772066300444	-0.0570818221123556	-5.88531931442117	-2.67882461643116	1.21996280110787	-9.84573896310394	-1.59452646860675	-7.35830255078694	-7.80646195470646	-4.78850834372753	-1.49739073055378	-5.91750986297789	-1.39012904922347	0.840383997137022	-2.40600795778943	-5.9407421185677	-8.68551483214191	6.16053959566341	-5.62902441139179	-5.99200701029101	-1.2470116477242	-4.1690712168636	-6.09786409606617	-4.50649019482911	-4.59485251735087	-4.21671153595563	-1.44018902505728	-1.37801955475792	-4.30019752062213	-0.776693503266186	-4.24189183598346
9	-1.34683332274071	2.06581785675268	2.04052775376433	-5.66895821297438	3.31293065163295	-1.35751843212542	3.40697200737678	-2.32344856458927	-0.427305385251713	-5.70494641031575	-0.00271313916596908	-2.48158820120611	0.147082479056036	-1.67508083836452	-0.117382840104003	-5.76202905242325	-4.45496270531126	-5.21831395197613	-3.28958811328932	-1.1103062261901	4.5474262582724	-3.17448086035114	-1.89226854118904	3.44738853063553	6.53608124575349	-2.6793207354039	-8.64784584139267	-1.47690904717134	-1.58256131115972	-1.55215784720802	-9.99961067435973	-1.81601747935601	0.268612362418418	-5.08018270589927	-9.80087046562001	-1.72052310174314	-6.73228672629292	7.00540043628528	-9.89556971632372	1.28719869637429	-5.7072711082823	6.14521227346709	-9.69470437794668	-9.7457163034419	-5.6221108311443	-1.60052066506326	-1.53020126859075	-5.55060572633595	-1.13588433666545	-5.68689676020285
10	2.15312980176499	-3.75305857191559	-5.19199635873295	-0.369904339608249	-5.67487400936814	2.04672844147942	-5.62646795050107	-5.92215085620326	-2.53694415782959	-0.332612233943052	0.3161388029783	-8.81295303704273	-0.571145501487571	-2.43730107927121	0.117948438846608	-0.347263934413213	-5.85207789426656	-1.07518081462072	-5.20181159867649	-6.69535874793787	-2.3655824525295	3.48150395882509	-1.83043546064961	1.21903979593853	-1.142115212829	-1.40488674958826	1.00554965098395	-1.00701945650198	1.27047559652284	-2.68173300628623	1.10599239060465	-8.57798902504598	2.08468127065056	-9.75612620502866	6.56870069402672	-5.20212618287858	-7.06390626838279	-6.47923416569545	6.53404099801334	3.41197900499902	7.05138233182701	-6.73195710501041	1.2734564140965	1.29358195412578	7.01695540312447	-2.67968332243051	-2.66757734553705	7.01014638600436	-1.1607178706306	6.96317018904686
